text,product,target,processed
The most valuable device at #sxsw so far is the #apple #iPod #iPhone charger.,Other Apple product or service,2,valuable device ipod charger
"OH in elevator from #vimeo: iPhone app submitted to store, will have smart upload to continue where left if service drops. #li #sxsw #video",,1,elevator vimeo submitted store smart upload continue left service drop video
Users drive 12 billion miles a year with Google Maps Navigation... {link} via @mention #sxsw,,1,user drive billion mile year map navigation
Users drive 12B+ miles a year with Google Maps Navigation ^JR #sxsw,Other Google product or service,2,user drive mile year map navigation
"If you have an iPad DO NOT upgrade to the newest iOS yet, TweetDeck is very unstable on it #nten #11ntc #sxsw #sxswi",iPad,0,upgrade newest tweetdeck unstable nten
Anyone have any suggestions on getting T-mobile prepaid data to work on my iPhone? Only phone/txt is working. #SXSW,,1,anyone suggestion getting mobile prepaid data work phone working
fuck I love Austin. Just left the Youtube Google party at Maggie Maes. Fun times! Got some Youtube Tube Socks. LOL #sxsw #austin,Google,2,fuck love left youtube party maggie maes time youtube tube sock austin
Genius move by Apple to open a temp. store in downtown Austin for #SXSW: {link} /via @mention #ipad2,Apple,2,genius move open temp store downtown
MeetingWave iphone app's new version 1.5 {link} Submitting Android this week just before #SXSW Free downloads Please Retweet,,1,meetingwave version submitting android week free downloads please retweet
"You'll have to wait 4-5 weeks for an iPad 2, but not at the #AppleATXdt pop-up! Shipments daily (via @mention #SXSW",iPad,0,wait week appleatxdt shipment daily
#iPad2 Live Unboxing In Front Of The #SXSW Apple Store [VIDEO] {link},,1,live unboxing front store video
"iPad 2 giveaway in full-force!  Person with most friends in his/her city by end of #SXSW wins! Hint, a strong email list works well! #sxswi",iPad,2,giveaway full force person friend city win hint strong email list work well
Just arrived and haven't seen a single person without an iPhone. ATT better be ready! #SXSW,,1,arrived seen single person without better ready
"Google unveiled new data visualization tool, open source - is it based on gapminder? #bavcID #sxsw [pic]: {link}",,1,unveiled data visualization tool open source based gapminder bavcid
Google developer hackathon at @mention  discussion web fonts. #google gets 32000 font request a day.  #sxsw #gsdm google.com/webfonts,,1,developer hackathon discussion font get font request gsdm webfonts
Can you even get in to #SXSW without an iPhone?,,1,even without
"If you haven't already, download the (free) #SXSW music sampler from iTunes {link} (iTunes link). It's good!",Other Apple product or service,2,already download free music sampler itunes itunes good
If you haven't waited in line for an Apple product you're missing out on an important rite of passage.  #sxsw,Apple,2,waited line product missing important rite passage
Thank heavens for nice travelers. Got a iPhone charger from another delayed @mention passenger. #sxsw,iPhone,2,thank heaven nice traveler charger another delayed passenger
"Such an eventful day,earthquake, tsunami and #iPad 2 plus #SXSW.. {link}",,1,eventful earthquake tsunami plus
Did you ever got a high5 when you were buying a product probably not but by #apple in the queue line that's normal #SXSW {link},,1,ever high buying product probably queue line normal
"Ok, I'm over not being at SXSW, I'm too into garage band for iPad to notice. #stunned #SXSW",,1,garage band notice stunned
Heading over to ballroom b 'your mom has an ipad-designing for boomers' #sxsw,,1,heading ballroom designing boomer
"Bounced over to catch Google's Marissa Mayer speak. Always admired her - intelligent, classy, successful. #girlcrush #sxsw",Google,2,bounced catch marissa mayer speak always admired intelligent classy successful girlcrush
heading over with @mention shortly to record some video at the popup apple store at southby - expecting big ipad2 sales! #sxsw,iPad,2,heading shortly record video popup store southby expecting sale
"Network Overload: Google to Launch Major New Social Network Called Circles, Today? {link} #sxsw (via @mention @mention",,1,network overload launch major social network called circle today
Totally overshadowing #sxsw. Apple wins again. RT @mention iPad 2 Arrives Tomorrow at 5 p.m.,Apple,2,totally overshadowing win arrives tomorrow
funny xD very funny xD {link} Rebecca Black Dionne Warwick #sxsw iPad,,1,funny funny rebecca black dionne warwick
What is everyone using to keep track of what they plan to do at #sxsw? Your regular Google Calendar? I need guidance!,,1,everyone using keep track plan regular calendar need guidance
Morning everyone! Our iPad 2 giveaway for #sxsw closes v shortly! You just need to sign up at {link} to enter - go for it!,,1,morning everyone giveaway close shortly need sign enter
Porting everything to my new Ipad2 before I head off to #SxSW on Sunday. Syncing over 3K songs takes a while. #apple,iPad,2,porting everything head sunday syncing song take
@mention via @mention Apple store downtown Austin open til Midnight. #sxsw,,1,store downtown open midnight
#google (via @mention denies it will be launching #circles at #SXSW  -hope it fares better than #wave and #buzz when it comes,,1,denies launching circles hope fare better wave buzz come
Here's a view inside - {link} RT @mention Apple Popup Store at #SXSW {link},,1,view inside popup store
"Our interview w Marissa Mayer from #SXSW on Google 3.0, how working for Larry will be different than working for Eric {link}",,1,interview marissa mayer working larry different working eric
"Had to navigate for the cabbie with Google Maps. Natives: 0, Geeks: 1. #SXSW",,1,navigate cabbie map native geek
"We are giving away an #iPad at #SXSW for all you mappers out there. Entry is amazingly easy, here are details: {link}",iPad,2,giving away mapper entry amazingly easy detail
We are giving away an iPad 2 to kick off our time down at #sxsw. Just visit our blog for more info: {link},,1,giving away kick time visit blog info
We are giving away an iPad 2 to kick off our time down at #sxsw. Just visit our FB page for more info: {link},iPad,2,giving away kick time visit page info
Really loving marissa mayer's presentation on mobile #google #sxsw,,1,really loving marissa mayer presentation mobile
"Google giving Social another go? {link} Google Circles, let's see what the guys at #SXSW make of it",,1,giving social another circle guy make
Photo: Saving up for an iPad 2 #SXSW style! #HPSXSW (Taken with instagram) {link},iPad,2,photo saving style hpsxsw taken instagram
Got a craving? #SXSW minds created an app for that - Foodspotting {link} #iPhone #apps,iPad or iPhone App,2,craving mind created foodspotting apps
Rescuing virtual robots in your daily life with your iPhone. Envisioning the day of the last tv broadcast. And that's just the morning #sxsw,iPhone,2,rescuing virtual robot daily life envisioning last broadcast morning
"Websites visited: 73% Google, 66.7% Microsoft, 50.6% Facebook, 48% Yahoo, 31%, Wikimedia - @mention #diversity #sxsw",,1,website visited microsoft facebook yahoo wikimedia diversity
Got the #VMware Talent Community iPad app rockin and signing up talented professionals tonight! Find me! #sxsw {link},iPad or iPhone App,2,vmware talent community rockin signing talented professional tonight find
How you avoid long lines &amp; jam packed parties at #SXSW with #Hurricane #Party the new #iPhone #App {link} #smm #geo #marketing,,1,avoid long line packed party hurricane party app smm geo marketing
ProTip: Avoid the Austin-area Apple stores on Friday #SXSW,Apple,0,protip avoid area store friday
Auntie's voxpop of  popular #sxsw apps is worth a watch: {link} Not many Android phones on view.,Android,0,auntie voxpop popular apps worth watch many android phone view
"The #Ogilvy #Sydney #SXSW #podcast Ep3 is #up, with too many #hashtags #AUSXSW {link}",,1,ogilvy sydney podcast many hashtags ausxsw
The #Ogilvy AU #SXSW podcast channel is now open for bizness in iTunes. Subscribe for daily updates {link},,1,ogilvy podcast channel open bizness itunes subscribe daily update
CHEESE FTW !!! {link} UNLV Pearl Harbor #sxsw iPad,,1,cheese unlv pearl harbor
Loving new @mention for iPhone w #SXSW channel by @mention,iPhone,2,loving channel
Need a few #android loving volunteers from 10:45am-3 at #sxsw,Android,2,need android loving volunteer
I love how #sxsw is an alt universe where everyone uses Apple products and @mention is the fastest way to reach someone,Apple,2,love universe everyone us product fastest reach someone
Full #SXSW #touchingstories presentation:  {link},,1,full touchingstories presentation
Don't know 1 user RT @mention Who uses Google TV in this room? Nobody raises a hand in a packed room at the #socialviewing session at #sxsw,Other Google product or service,0,know user us room nobody raise hand packed room socialviewing session
I just saw a blind guy with an iPhone. Only at #SXSW,,1,blind
This #sxsw app by #MxM is made of AWESOME! --  {link}   --{link},,2,mxm made awesome
"Hey, #SxSW attendees. Summon your own town car when party hopping with an iPhone and @mention Nothing short of magic. {link}",,1,attendee summon town party hopping nothing short magic
More #SXSW Awesomeness! Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,2,awesomeness opening temporary store downtown launch
Free #SXSW CD download. Various Artists - SXSW: Featured Artists - {link} #iTunes,,1,free download various artist featured artist itunes
Took a few days off (unplugged) to visit family. Anyone have #sxsw highlights? My Google reader is bursting at the seams!,,1,took day unplugged visit family anyone highlight reader bursting seam
"It's #SXSW Festival time... OMG I'm scared! Got my netbook, Firm's iPad and my droid!",,2,festival time scared netbook firm droid
#fsw #sxsw for those of you who wanted to know about the spec for parsing Ajax Links {link},,1,fsw wanted know spec parsing ajax
"&quot;SXSW GO is now available iPhone, iPad, Android, Blackberry, and coming soon for Windows Phone 7&quot; presented by HP. wait what?! #sxsw #webos",,1,available android blackberry coming soon window phone presented wait webos
Dear #SXSW goer... Please look up from your fucking iPhone when walking the halls. Thanks Hipsters. Hilarious!,iPhone,0,dear goer please look fucking walking hall thanks hipster hilarious
"This #SXSW I am grateful for: my bicycle, having a back-up Twitter app. Cursing: losing an hour of zzzs, iPhone battery life.",iPhone,0,grateful bicycle back twitter cursing losing hour zzzs battery life
Photo: How IÛªm spending my Sat night at #SXSW. Chatting with my husband over skype on my iphone at a coffee... {link},,1,photo spending night chatting husband skype coffee
Dear #sxsw iPhone app: you suck again this year! (sitby.us is great but doesn't include film sessions),iPad or iPhone App,0,dear suck year sitby great include film session
"Wow, #SXSW is so big that Apple is not just attending, their bringing along a temporary store! {link}",Apple,2,attending bringing along temporary store
Woah #SXSW is the buzz word i wake up to!  I had to Google it to work out what it was!! #ImAnAussie,,1,woah buzz word wake work imanaussie
"Free #sxsw Lemonade Stand. iPhone, Android, and WP7 in two days on #startupbus. {link} {link}",,1,free lemonade stand android day startupbus
Wonder how many iPads they'll sell there tomorrow? RT @mention Apple Opening a Pop Up Store at #SXSW {link},,1,wonder many ipads sell tomorrow opening store
"Wonder how many sold at #SXSW? iPad 2 Sold Out, 70% Went to New Buyers [REPORT] {link}",,1,wonder many sold sold went buyer report
Free #SXSW music sampler on #itunes. Includes @mention Barton Hollow. (opens itunes) {link},Other Apple product or service,2,free music sampler itunes includes barton hollow open itunes
HmmÛ_a slew of iPhone app updates (inc. #4sq3) the past few days? Can only mean one thing: it's #SXSW soon.,,1,slew update past day mean thing soon
"Hey, #SXSW peeps: Go hang out w/ Burners now! {link} Burn-B-Q at Pan-American Park 5-8pm: {link} cc @mention",,1,peep hang burner burn american park
Geez #sxsw people are eating this up. Another line outside the apple store for iPad 2 in austin {link},iPad,1,geez people eating another line outside store
free #sxsw playlist.. enjoy {link},,1,free playlist enjoy
"Dear #SXSW re new rule of 'Google b4 twtng..' also add re #film &gt; replace '..locatn, locatn..' w/ '..contxt, cntxt, cntxt..'",,1,dear rule twtng also film replace locatn locatn contxt cntxt cntxt
"Dang #sxsw rumors RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever (AllThingsD): {link}",,1,dang rumor false alarm circle coming probably ever allthingsd
Free #SXSW sampler on iTunes {link} #FreeMusic,,2,free sampler itunes freemusic
Next #SXSW session - do agencies need to think like software companies? Panel with google &amp; barbarian group.,,1,next session agency need think like software company panel barbarian group
I just saw someone filming the #sxsw trade show floor w a teeny hand held steady cam for his iPhone. #jealous,iPhone,2,someone filming trade show floor teeny hand held steady jealous
"Free #SXSW streams/downloads via new free Winamp app in Android market, direct link to app download in market {link}",Android App,2,free stream downloads free winamp android market direct download market
I love how the Mac:PC ratio is like 25 to 1 and the iPad:Person ratio is like three-quarters to one #sxsw (Seriously. Ton of iPads),iPad,2,love ratio like person ratio like three quarter seriously ipads
Apple know their target audience. Pop-up shop @mention SxSW to sell iPad 2 on launch day. #SxSW #Apple,Apple,2,know target audience shop sell launch
Next #SXSW we're heading to is about designing iPad apps for baby boomers. What do you wish apps did that they don't yet? ^TG,,1,next heading designing apps baby boomer wish apps
Don't know what bands to see at #SXSW?  The Festival Explorer Austin Edition will help you decide!  {link},,1,know band festival explorer edition help decide
Wanna know where the fast cellular signal is at #SXSW? Get Coverage: Austin for iOS (FREE) for detailed maps - {link},,1,wanna know fast cellular signal coverage free detailed map
Wanna know where to get lunch during #sxsw without waiting 30min?  Ask Around. I did.  Saved me lots of time.  {link},,1,wanna know lunch without waiting around saved lot time
WhatÛªs new with Blogger {link} #blogging #blogger #google #sxsw,,1,blogger blogging blogger
"From #SXSW: @mention says @mention playing with NFC for next gen devices. Nexus S now, iPhone 5 next?",,1,say playing next device nexus next
Free #SXSW: Featured Artists playlist on #iTunes: {link} #freemusic,,1,free featured artist playlist itunes freemusic
Hipsters w/ oversized earphones pluged into the new IPAD make me happy that Texas has such loose gun laws #SXSW,,1,hipster oversized earphone pluged make happy texas loose law
We can't wait to give an iPad to someone at #sxsw. Want in? Just head to www.pep.jobs/upc to enter. (must be present to win),iPad,1,wait give someone want head job enter must present
Tired of waiting in line @mention stores? Best buy in Austin announces ipad2 on sale today. #sxswinfo #sxsw,,1,tired waiting line store best announces sale today sxswinfo
@mention Wanna sign up for the beta: {link} #SXSW #hhrs,,1,wanna sign beta hhrs
"Case you wanna stalk me: Google, AustinJS, Rocksauce, then Shang. I will accomplish ALL OF THESE THINGS. #sxsw",,1,case wanna stalk austinjs rocksauce shang accomplish thing
"Lightbox wants to be Android's new camera, raises $1.1 million from Valley players bit.ly/eA1zgD #sxsw #betainvites",,1,lightbox want android camera raise million valley player betainvites
"Location wars are heating up in Austin. Google Latitude launching Check-in offers, &quot;mayorships&quot;, ... {link} #SXSW",,1,location war heating latitude launching check offer mayorships
"If there was a popup store in Austin that sold nothing but iPhone battery extenders, it would make so much money. #sxsw",iPhone,0,popup store sold nothing battery extenders would make much money
If there was ever any doubt on the influence of Apple on the innovation community just have a look a #sxsw iPads and iPhone4's EVERYWHERE..,Apple,2,ever doubt influence innovation community look ipads everywhere
"I wish I was in Austin, if only for the free iPad 2s. #sxsw",iPad,2,wish free
@mention Was just chatting with someone about the proliferation of iPad 2 at #SxSW - like an iPad reunion.,,1,chatting someone proliferation like reunion
"Mashable was there to talk to line takers, many of whom spent the better part of the ...  #ipad #sxsw #gadgets {link}",,1,mashable talk line taker many spent better part gadgets
"The line was too long the other day... but I'm just curious anyway :P #sxsw (@mention Apple Store, SXSW w/ 4 others) {link}",,1,line long curious anyway store others
@mention Was your #SXSW iPad talk along the same lines as your iPad talk at 360iDev? Or is it basically different content?,,1,talk along line talk idev basically different content
"About to watch &quot;Something Ventured&quot;, a documentary about the entrepreneurs behind Apple, Intel, Cisco &amp; Atari. Filmakers in attendence #SXSW",,1,watch something ventured documentary entrepreneur behind intel cisco atari filmakers attendence
"The only way you truly understand a material is by making things with it.  Jonathan Ive , Apple VP Design   #SXSW",,1,truly understand material making thing jonathan design
#SXSW crowd in Austin swarms for iPad 2 launch {link} via @mention - sadly I wasn't one of them :-(,iPad,2,crowd swarm launch sadly
#SXSW crowd in Austin swarms for iPad 2 launch {link} via @mention - sadly I wasn't one of them :-( (via @mention,iPad,2,crowd swarm launch sadly
#SXSW crowd swarms for #iPad2 launch {link} via @mention #SXSW2011 #apple,iPad,2,crowd swarm launch
#SXSW crowd swarms for iPad 2 launch  | @mention {link},iPad,2,crowd swarm launch
#SXSW crowd swarms for iPad 2 launch - {link} (via @mention,iPad,2,crowd swarm launch
#SXSW crowd swarms for iPad 2 launch {link} via @mention,iPad,2,crowd swarm launch
Looking fwd to iPad DJ @mention at our @mention After Dark party tonight. Great first day #SXSW! {link},iPad,2,looking dark party tonight great first
SXSW: Crowds for iPad 2 launch - CNN {link} #sxsw,,1,crowd launch
@mention we are actually giving away 10 #FREE #Taplynx #iPhone and #iPad app licences away for #SXSW! bit.ly/pushsxsw11. Check us out!,,1,actually giving away free taplynx licence away pushsxsw check
@mention We are in line at the Apple pop-up store at #SXSW. Less than 50 people in line at 1pm! #score,,1,line store le people line score
@mention We are working towards Android but it won't be ready by #sxsw. Thanks for the interest!,,1,working towards android ready thanks interest
@mention We can offer an apple and some tinfoil. #sxsw?,,1,offer tinfoil
@mention we were on the right track RT @mention clever - Apple set to open popup shop in core of #SXSW action {link},Apple,2,right track clever open popup shop core action
Crowley: We're growing up. FourSquare  competitors are now Facebook &amp; Google. #checkins #SXSW #KetchSX,,1,crowley growing foursquare competitor facebook checkins ketchsx
"@mention We're tight w/ Google. Lot of my friends work there, employees used to work there. We're tight w/ them, tight w/ Twitter. #sxsw",,2,tight friend work employee used work tight tight twitter
ReadWriteWeb is reporting Google might launch its new social network at #SXSW today -- {link},,1,readwriteweb reporting might launch social network today
#SXSW I tweeted too fast it appears Google may do a preview today of Circles their new Social endeavor.,Google,2,tweeted fast appears preview today circle social endeavor
"I'll be tweeting out #SXSW sessions I'm going to.  Up first: Young entrepreneurs, Marissa Mayer of Google and @mention of Wordpress",,1,tweeting session going first young entrepreneur marissa mayer wordpress
@mention Welcome! Enjoy #Sxsw and ride anywhere in Austin for $10 . dwnld the #GroundLink app{link} booth 437,,1,welcome enjoy ride anywhere dwnld groundlink booth
@mention well #SXSW is an iPad commercial ... But I want to minimize the wear and tear of my laptop.,,1,well commercial want minimize wear tear laptop
@mention Well I did hear that someone was gonna setup a pop up apple store during #SXSW .  Oh wait...that wasnt about the fruit?,,1,well hear someone gonna setup store wait wasnt fruit
@mention well put. totally agree! #apple #sxsw,,1,well totally agree
"@mention Well, I hope you make it easier for me to FIND you. I have a little Android who wants to say HI! #sxsw#",Android,2,well hope make easier find little android want sxsw
Wish you went to #sxsw? We got you covered! Day 1 Recap {link} from Coyne's @mention and @mention,,1,wish went covered recap coyne
"I wish I were at #sxsw. I wish I had an iPad 2. There, I said it.",iPad,2,wish wish said
Ummmm...awesome? Party? RT djroe Apple store downtown Austin open til Midnight. #sxsw,Apple,2,ummmm awesome party djroe store downtown open midnight
This is awesome....   How I got an iPad 2 during #SXSW! {link} via @mention,,1,awesome
@mention What are the chances they'll have a booth selling new iPad 2s? #SXSW,iPad,2,chance booth selling
@mention what did you think of google presentation? Nice to see more retail peeps at #sxsw,Google,2,think presentation nice retail peep
@mention What is the most optimal way to access my Lanyrd account on my iPhone while at #SXSW?,,1,optimal access lanyrd account
@mention what size did you get? Did you got the apple pop store they opened up at #sxsw,,1,size store opened
"@mention What, *the* Guy Kawasaki? Former Apple evangelist? WANW! #SXSW",,1,kawasaki former evangelist wanw
"@mention What's going on at #sxsw today? Share photos, video with iReport: {link} or through CNN iPhone app!",iPad or iPhone App,2,going today share photo video ireport
"FRIENDS: What's going on at #sxsw today? Share photos, video with @mention {link} or through CNN iPhone app!",,1,friend going today share photo video
"@mention What's the wait time lookin like? The Apple Store up north is already sold out, any word on the #SXSW inventory?",,2,wait time lookin like store north already sold word inventory
"Deciding when to release a product is an art, not a science - @mention at @mention #sxsw",,1,deciding release product science
@mention Where is the temp #apple store at #sxsw?,,1,temp store
@mention where's the apple #sxsw set-up? Can anyone get in?,,1,anyone
@mention Which is to say iPad is going to be ubiquitous a lot faster than anyone expected a year or even 6 mo. ago. #newsapps #sxsw,iPad,1,going ubiquitous faster anyone expected year even newsapps
Debating which laptop to take to #SXSW when I'd rather be taking an iPad 2. #firstworldproblems,iPad,2,debating laptop take rather taking firstworldproblems
Black or white iPad?  #sxsw #iPad2,,1,black white
We see a WHITE IPAD 2! RT @mention Now you know what @mention apartment at #sxsw looks like... NEEDS MORE WIRES {link},iPad,2,white know apartment look like need wire
"@mention Who said you won't be able to get the iPad 2 at #SXSW? 

Apple is opening a pop-up store in Austin for SXSW {link}",iPad,2,said able opening store
Curious. Why was Google surprised by the usage of the delete button in the Gmail mobile app? #sxswdad #sxsw,,1,curious surprised usage delete button gmail mobile sxswdad
"@mention Why? Google #SXSW Austin, Texas 2011! That's why!",,1,texas
Post: SXSWi 2011. Day 1. #BPM @mention #SXSW {link} - surprised to run into two other BPM folks!  and a pop-up Apple store,,1,post bpm surprised folk store
"From #SXSWi... RT @mention Google says the future is location, location, location: {link} #SXSW #CNN",,1,say future location location location cnn
Livetapp will be raffling off an iPad 2 at #SXSW - check-in (and tweet it) at any sxsw show and you'll be entered to win! #music #rewards,iPad,2,livetapp raffling check tweet show entered music rewards
@mention will we get the #android update by/for #sxsw? at least an alpha? need testers?,,1,android update least alpha need tester
Time to switch to @mention on my iPhone so I can ZIP all the #sxsw chatter.,,1,time switch chatter
Chilling with @mention at the big hair station at the google party at Maggie mays. #sxsw {link},,1,chilling hair station party maggie may
Partying with #Android and @mention #sxsw @mention Lustre Pearl {link},,1,partying android lustre pearl
"At #SXSW with a thirsty gadget? Using @mention Charge Anywhere for my iPhone, happy to share some juice.",iPhone,2,thirsty gadget using charge anywhere happy share juice
At #sxsw with an iPhone? Use FREE iSpyArt App to send your photos of the #artallaround to @mention {link},,1,free ispyart send photo artallaround
Jonathan with Zaggle showed us a cool free texting app for iPhone called ZMS @mention #SXSW,iPad or iPhone App,2,jonathan zaggle showed cool free texting called
"Current Twitter feed: devastation in Japan, parties/panels at #sxsw, iPad 2 and @mention artifacts and recollections from five years ago.",,1,current twitter feed devastation japan party panel artifact recollection five year
Get the OWLE Bubo for iPhone with a $20 off coupon use code SBSW2011  #sxsw #SXSWFilm #SXSWi #almedia,,1,owle bubo coupon code sbsw sxswfilm almedia
Anyone down at #SXSW wanna bring me back a Windows Foam 7? {link} #microsoft,,1,anyone wanna bring back window foam microsoft
"Walkin down the street @mention is navigating via Google, I'm tweeting and random guy is yelping!! Welcome to #SXSW!!",Google,2,walkin street navigating tweeting random yelping welcome
"Google ARwords, ARsense anyone? #ARSXSW #SXSW #DARKNET",,1,arwords arsense anyone arsxsw darknet
@mention worked with @mention to create open-source s2 to fill the gap needed by location-based applications that use nosql db model #sxsw,,1,worked create open source fill needed location based application nosql model
umm that would be @mention ÛÏ@mention I keep winning shit! Thanks @mention for the killer iPad case. #sxswÛ,Other Apple product or service,2,would keep winning shit thanks killer case
#YourMom would prob have more to say about designing ipad apps than u do. #sxsw,,1,yourmom would prob designing apps
"@mention wow - a gold's gym underneath an Apple store. Kind of you in a nutshell, right? #SXSW",,1,gold underneath store kind nutshell right
@mention wow! You just came up in my Google results for PERMA!! #WS #sxsw,,1,came result perma
Clearly #wp7dev won the mobile smackdown v iPhone and Android at Iron Dev #sxsw. Kudos @mention,,1,clearly mobile smackdown android iron kudos
#iPad #news #apps not popular with the #kids. {link} #the_daily is a terrible concept anyway #sxsw,iPad or iPhone App,0,news apps popular kids the daily terrible concept anyway
Video shows a guy hacking Times Sq billboards w/ his iPhone. Real or Not? {link} #sxsw,,1,video show hacking time billboard real
Z6: No News is Good News {link} [codes valid: 4:00-7:59:59p 03/11/11] #infektd #sxsw #zlf,,1,news good news code valid infektd zlf
#Socialnews RT @mention Facebook can breathe a sigh of relief- Google kills plans 4 'Google Circles' {link} #sxsw,,1,socialnews facebook breathe sigh relief kill plan circle
Apple knows what game they're in at #sxsw. Bring the iPad2 to the people! {link},iPad,2,know game bring people
Apple knows where the influencers will be: Apple set to open popup shop in core of SXSW action to sell iPad2 at #SXSW! {link},,1,know influencers open popup shop core action sell
CLIENT NEWS! @mention Releases &quot;Dope Melodies &amp; Heavy Bass&quot; &amp; Invades #SXSW -&gt; {link},,1,client news release dope melody heavy bass invades
which browser do u prefer? Internet Explorer 9 OR Google Chrome SWAY IN:  {link} via @mention #ie9 #sxsw,,1,browser prefer internet explorer chrome sway
Join leNewz fo free donuts and massage at #SXSW Trade Show (booth #1422 just behind Google's),,1,join lenewz free donut massage trade show booth behind
"{link} thx to @mention and @mention for this portable charger, we are now ready for #sxsw #swag #android",,1,portable charger ready swag android
Leaving excellent panel from @mention on Writing Compelling Content. On to the Android Dev. Meetup! #SXSW,,1,leaving excellent panel writing compelling content android meetup
"Getting excited to present *Spark at Team android choice awards #sxsw doors open in 20 min @mention lustre pearl. If you're here, come cheer us on!",,1,getting excited present spark team android choice award door open lustre pearl come cheer
"#SXSW ##UXDes Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link}",,1,uxdes check designing interface navigation schema
Hmmm...Taxi Magic on iPhone does not appear to be so magic any more in Austin #sxsw,iPad or iPhone App,0,hmmm taxi magic doe appear magic
Great 3D XML visualization of skiers using Google location data. #sxsw,Other Google product or service,2,great visualization skier using location data
FestivalExplorer iPhone App Finally Solves SXSW {link} #music #musica #musiek #musique #musik #app #sxsw #Ù_¾¬â #Ù_¾´_ #Î¥É,iPad or iPhone App,2,festivalexplorer finally solves music musica musiek musique musik app
"Preso l'express pass per The City Dark e Road to Nowhere, visto il primo iPad 2 &quot;in the wild&quot; e ora panel con il cast di Source Code #SXSW",,1,preso express pas city dark road nowhere visto primo wild panel cast source code
#Apple #SXSW &quot;pop-up&quot; store is smart marketing. {link},Apple,2,store smart marketing
At the #SXSW #Android meet up in the Hilton,,1,android meet hilton
At the #SXSW #apple store in #ATX  {link},,1,store atx
"Before #sxsw even starts, Apple has captured the attention of the whole show. They win again.  Must have been taking lessons from Sheen. #fb",Apple,2,even start captured attention whole show must taking lesson sheen
New at #sxsw film this year: folks sitting in line reading scripts on their #ipad,,1,film year folk sitting line reading script
{link} #sxsw Google going Social again?,,1,going social
At the #sxsw Google Blogger/Sketchup party with @mention ... it's unexpectedly quiet compared to last night...,,1,blogger sketchup party unexpectedly quiet compared last night
"Austin #SXSW iPad 2 line now 1.75 blocks long (not in line, just enjoying the spectacle) {link}",,1,line block long line enjoying spectacle
#cloud #sxsw keep personal stuff on corp iPad - that way people will take care of the asset,,1,cloud keep personal stuff corp people take care asset
Follow #SXSW on My Taptu:&quot;Apple iPad 2 lines from SXSW 2011 [HD Video]&quot; - {link} - shared from My Taptu,,1,follow taptu line video shared taptu
Not at #sxsw or in line for an #iPad I feel like I am a disgrace to geeks everywhere. At home working in @mention instead. #startup,,1,line feel like disgrace geek everywhere home working instead startup
iPAD / #SXSW PEOPLE: @mention brilliant Spider: The Secret of Bryce Manor is only 99 cents right now. BUY IT: {link},iPad or iPhone App,2,people brilliant spider secret bryce manor cent right
"iPad 2 #sxsw pop-up store (@mention Apple Store, SXSW w/ @mention [pic]: {link}",,1,store store
#japan #SXSW put you collective entrepreneurial and social minds and iPad 2s together and do something for Japan,,1,japan collective entrepreneurial social mind together something japan
PDX to #sxsw tomorrow. Drop me a note if you'll be there too. #tmsxsw -- Apple pop-up retail store should be the epicenter of the madness.,Apple,2,tomorrow drop note tmsxsw retail store epicenter madness
I love #sxsw. I opened the @mention app on my iPad at @mention party to settle an argument about parentheses use.  #wordnerd,iPad or iPhone App,2,love opened party settle argument parenthesis wordnerd
"Group #Texting War Heats Up: Fast Society Launches New Android App, Updates iPhone App: #SXSWÛ_ {link}",Android App,2,group texting heat fast society launch android update
"So far, my @mention iPhone and MiFi have been rock solid here at #SXSW (cc @mention @mention",iPhone,2,mifi rock solid
Apparently #Apple has cornered the live demo market. It's not as easy as it looks. #MarissaGoogle #sxsw,,1,apparently cornered live demo market easy look marissagoogle
Our lovely #SXSW iPhone app is UP! get it now!!! Thanks to @mention for the awesome integration! :D {link},iPad or iPhone App,2,lovely thanks awesome integration
"Started my #sxsw planning last night with the official iPad app...It's a solid resource, but still comes up short for scheduling.",iPad or iPhone App,2,started planning last night official solid resource still come short scheduling
#tapworthy #winning #tigerblood the tenets of iPad design? #sxsw,iPad,2,tapworthy winning tigerblood tenet design
"#SXSW: Day 1. As expected, everyone is glued to their iPhone/iPad, myself included.",iPhone,2,expected everyone glued included
This is my 5th year downloading the #sxsw Music Torrent {link} ALL FREE and LEGAL! Great Music.,,1,year downloading music torrent free legal great music
BEST newly added iPhone app goes to @mention awesome!! #SXSW 2011 here I come for one day and one amazing day it will be!!,iPad or iPhone App,2,best newly added go awesome come amazing
Biomimicry as the basis of design and problem solving. Google studying flocking and swarming behavior to understand collab. Brilliant. #sxsw,Google,2,biomimicry basis design problem solving studying flocking swarming behavior understand collab brilliant
"Google guy at #sxsw talk is explaining how he made realistic Twitter bots as an experiment. Gee, thanks for doing that.",,0,talk explaining made realistic twitter bot experiment thanks
GG new try at social? RT We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google (via @mention,,1,social interrupt regularly scheduled geek programming news
Its #PiDay at the #google #sxsw booth! {link},,1,piday booth
